"","scaleYear","numCars","propEVS","gasolineConsumptionWithEVs","averageGasolineConsumptionWithEVs","efficiencyWithEVs","totalVMT","propCars","propCarSUV","propTruck","scaledEfficiencyWithEVs","scaledGasolineConsumptionWithEVs","EV_VMT","EV_Efficiency"
"1",0,17947,0,128056169976.639,713.524098604999,20.0628197540524,209248507.423147,0.546386582715774,0.0235693987853123,0.147656990026188,15.1917231552918,169116289862.133,0,NA
"2",1,18365,0,128620225255.873,700.355160663613,20.0700072382967,213529059.375154,0.547399945548598,0.0235774571195208,0.147781105363463,15.1971655742619,169861204660.994,0,NA
"3",2,18786,0,129202708699.716,687.760612688788,20.0749248176969,218118666.774391,0.547216011923773,0.0241669328223145,0.148514851485149,15.20088920363,170630456458.443,0,NA
"4",3,19176,0,129786141886.421,676.81550837725,20.0797810899004,222073127.73402,0.545994993742178,0.0249791405924072,0.1502920317063,15.2045664107118,171400962525.711,0,NA
"5",4,19602,0,130275532301.477,664.603266510954,20.1014690646435,226528830.636706,0.547138047138047,0.0256606468727681,0.151464136312621,15.2209887138644,172047271807.828,0,NA
"6",5,19938,0,130819297884.107,656.130493951786,20.1134846503072,229741447.86119,0.546795064700572,0.0264319390109339,0.153325308456214,15.2300870087795,172765391191.735,0,NA
"7",6,20330,0,131360098022.934,646.139193423187,20.1329878201022,233911009.888246,0.546876537137236,0.0268568617806198,0.15612395474668,15.2448549606332,173479594287.548,0,NA
"8",7,20614,0,131831099193.503,639.522165487064,20.1583048408029,236701993.11231,0.54657029203454,0.0283787717085476,0.157902396429611,15.2640252056095,174101617970.608,0,NA
"9",8,20915,0,132373952782.918,632.913950671376,20.1799593802214,239797573.703102,0.546258666029166,0.0302175472149175,0.160363375567774,15.2804221912743,174818532938.446,0,NA
"10",9,21218,0,132842151178.928,626.082341308926,20.2126912716834,242838589.953998,0.545904420774814,0.0317654821378075,0.16349326043925,15.3052070340599,175436855161.163,0,NA
"11",10,21396,0,133006493395.536,621.641864813683,20.2675249044062,244230453.841668,0.545616002991213,0.033744625163582,0.166573191250701,15.3467274872233,175653892309.357,0,NA
"12",11,21642,0,132932581187.09,614.234272188753,20.362308113945,246641192.156051,0.545883005267535,0.0355789668237686,0.170178356898623,15.4184980706575,175556280780.993,0,NA
"13",12,21848,0,132603125174.933,606.934846095445,20.4889867199717,248637573.140027,0.545633467594288,0.0382186012449652,0.173883192969608,15.514420096377,175121187505.448,0,NA
"14",13,22094,0,132130757926.038,598.03909625255,20.6435948080787,251110803.828527,0.544220150267041,0.0410971304426541,0.17860052502942,15.6314905431479,174497359722.688,0,NA
"15",14,22242,0,131475913001.064,591.115515695817,20.8248627603436,252456505.39099,0.542217426490423,0.0447351856847406,0.182492581602374,15.7687480464049,173632544351.691,0,NA
"16",15,22480,0,130571194766.615,580.832716933341,21.0488034201928,254942588.336259,0.540613879003559,0.0482651245551601,0.187366548042705,15.9383176557293,172437735923.417,0,NA
"17",16,22628,0,129609435981.535,572.783436368813,21.2896331715758,256390586.438911,0.537917624182429,0.0519268163337458,0.19250486123387,16.1206758165173,171167597377.928,0,NA
"18",17,22771,0,128513698657.709,564.374417714235,21.557650334333,257622211.734472,0.53607658864345,0.0559044398577138,0.196126652320935,16.3236204966464,169720521216.718,0,NA
