"","scaleYear","numCars","propEVS","gasolineConsumptionWithEVs","averageGasolineConsumptionWithEVs","efficiencyWithEVs","totalVMT","propCars","propCarSUV","propTruck","scaledEfficiencyWithEVs","scaledGasolineConsumptionWithEVs","EV_VMT","EV_Efficiency"
"1",0,18091,0,128153155047.486,708.38071442975,20.0536510144722,210961565.157828,0.546404289425681,0.0238240008844177,0.147808302470842,15.1847805143723,169244372369.65,0,NA
"2",1,18566,0,128734815979.837,693.390153936427,20.0551253184722,215884684.11339,0.546159646665949,0.0236453732629538,0.148766562533664,15.1858968688274,170012537924.304,0,NA
"3",2,18922,0,129310294993.053,683.385979246658,20.0591685343644,219281634.791328,0.546770954444562,0.0239403868512842,0.149984145439171,15.1889584233469,170772539380.12,0,NA
"4",3,19318,0,129849399189.938,672.167922093066,20.0701718560549,223262429.645686,0.546951030127342,0.0242261103633917,0.151982606895124,15.1972902241087,171484502744.658,0,NA
"5",4,19719,0,130339219875.066,660.982909250297,20.0896123440954,227376730.217297,0.547796541406765,0.0251534053450986,0.152847507480095,15.2120107128503,172131380259.28,0,NA
"6",5,20135,0,130852241589.492,649.874554703211,20.1107818993623,231673821.213542,0.547802334243854,0.0258256766823938,0.154556741991557,15.2280404647435,172808898015.576,0,NA
"7",6,20404,0,131388462269.048,643.934827823209,20.1293393289452,234188525.415447,0.547294648108214,0.0272495589100176,0.157175063712997,15.2420922947531,173517053287.52,0,NA
"8",7,20768,0,131899354141.528,635.108600450346,20.1525201849884,237837368.193272,0.547525038520801,0.0280720338983051,0.15971687211094,15.2596450192369,174191758286.196,0,NA
"9",8,21161,0,132388780495.259,625.62629599385,20.1756461378809,241450699.116146,0.546807806814423,0.0300080336468031,0.161854354709135,15.277156170628,174838115030.418,0,NA
"10",9,21396,0,132810998415.582,620.728166085166,20.2111685754282,243524773.900177,0.547205085062629,0.0321555430921668,0.165171060011217,15.3040540366127,175395713529.666,0,NA
"11",10,21497,0,132996694132.678,618.675601863877,20.2668481211355,244302564.620929,0.546215751035028,0.0344699260361911,0.167883890775457,15.346215021667,175640950996.351,0,NA
"12",11,21788,0,132914171778.71,610.033834122956,20.3615052116184,247645200.181178,0.546126308059482,0.0367633559757665,0.171332843767211,15.4178901067712,175531968552.66,0,NA
"13",12,21967,0,132687481213.191,604.030961046982,20.4751171690885,249132656.324709,0.544771703009059,0.0394682933491146,0.175490508490008,15.5039179645786,175232591588.674,0,NA
"14",13,22231,0,132154603534.224,594.460903846988,20.6350658846412,251723001.814047,0.543205433853628,0.042463227025325,0.178534478880842,15.6250323759878,174528851221.977,0,NA
"15",14,22434,0,131460400981.533,585.98734501887,20.8221382141559,253991882.789817,0.541365784077739,0.0452438263350272,0.183382366051529,15.7666849988415,173612058535.258,0,NA
"16",15,22603,0,130661516199.125,578.071566602333,21.0319481031257,255639465.856755,0.539485908950139,0.0488873158430297,0.188337831261337,15.9255546785548,172557018153.738,0,NA
"17",16,22835,0,129672068571.756,567.865419626698,21.2764063377018,258094921.01242,0.537902342894679,0.0524195314210642,0.192861834902562,16.1106603550369,171250312574.584,0,NA
"18",17,23032,0,128596395824.21,558.337946440647,21.5390029030062,259869081.047548,0.534777700590483,0.0567471344216742,0.197768322334144,16.3095005166163,169829734525.092,0,NA
"19",18,23069,0,127431867412.169,552.394414201609,21.8265287747705,260151616.437638,0.530842255841172,0.0612943777363561,0.202739607265161,16.5272173429335,168291809999.321,0,NA
"20",19,23223,0,126013578963.24,542.624032051154,22.1614568928826,261851099.512023,0.52917366403996,0.0657537785815786,0.206734702665461,16.7808275188538,166418759442.826,0,NA
"21",20,23293,0,124627845673.775,535.04420072028,22.4979260068122,262568046.079962,0.525222169750569,0.0709655261237282,0.211780363199244,17.0356045487921,164588702580.314,0,NA
"22",21,23431,0.0254363876915198,121138613583.099,517.001466361228,24.7020287675513,264116380.194611,0.496052238487474,0.0762664845717212,0.21616661687508,18.7045683015168,159980677947.448,8803838.12632015,102.937614678898
"23",22,23550,0.0573248407643312,116950541475.638,496.605271658759,27.4710631346057,265340481.010192,0.469256900212314,0.0737579617834395,0.220339702760085,20.8013026602693,154449736200.414,19781444.2493486,103.885215086645
"24",23,23643,0.104047709681513,111055402594.347,469.717897873988,31.5167775169382,266350674.245024,0.440891595821173,0.0729179884109462,0.211183013999915,23.8647490559019,146664371262.452,34983431.8930862,104.997791452226
"25",24,23820,0.153484466834593,104925028944.495,440.491305392505,35.8964881457819,267858897.562675,0.416036943744752,0.0709487825356843,0.200923593618808,27.1811000070309,138568345531.55,50911481.0463813,106.01836920081
"26",25,23854,0.201307956736816,99258241847.8423,416.10732727359,40.1999290258386,267167289.774443,0.389200972583215,0.069841536010732,0.19250440177748,30.4396989111945,131084551432.45,66381938.7852546,106.948067510096
"27",26,23868,0.24731858555388,94014789473.108,393.894710378364,44.4273854186524,266597914.925832,0.363792525557231,0.0679152002681414,0.184640522875817,33.6407617706524,124159830727.11,80640987.0202732,107.85618384059
"28",27,23960,0.292070116861436,88841921914.721,370.792662415363,48.6440824920862,267375342.564351,0.340317195325543,0.0660267111853089,0.176043405676127,36.8336775897958,117328327258.107,94564295.7658311,108.794095822921
"29",28,24090,0.335325861353259,83917388568.2655,348.349475169222,52.8209501971503,268554437.657049,0.317268576172686,0.0645080946450809,0.16774595267746,39.9964343014388,110824784250.325,107753713.946997,109.757496973317
"30",29,24183,0.376710912624571,79336462226.9788,328.06708111888,56.9066454924132,269263407.387166,0.295620890708349,0.0630194764917504,0.158789232105198,43.0901545552917,104775022906.444,120184918.262893,110.716572170918
"31",30,24260,0.41479802143446,75111122145.2237,309.608912387567,60.7831777636848,269543261.502107,0.275103050288541,0.06199505358615,0.151030502885408,46.025494940624,99194863526.6773,131658512.31639,111.69430514365
"32",31,24397,0.450547198426036,71151145043.2802,291.638910699185,64.5452778855676,270875275.280359,0.256342992990941,0.0619338443251219,0.142312579415502,48.8741864124491,93965153505.3495,142227717.063083,112.706551219903
"33",32,24495,0.483363951826903,67551399327.5642,275.776278128451,68.1086769094388,271501825.242802,0.238987548479281,0.0613594611145132,0.13517044294754,51.5724198674725,89211179995.1309,152095396.762463,113.740039207785
"34",33,24647,0.515884286120015,64072302006.7507,259.959840981664,71.7260643358314,273001382.236567,0.22055422566641,0.0609810524607457,0.12873777741713,54.311533760777,84616539759.7357,161471770.973767,114.794882876902
"35",34,24890,0.544234632382483,60998028574.5358,245.070424164467,75.0639709078986,275750893.798755,0.204379268782644,0.0613901165126557,0.12326235435918,56.8390225775388,80556526743.7854,169684963.554438,115.919443500027
"36",35,24982,0.570891041549916,58191126963.7452,232.932219052699,78.2899716138143,276570636.928612,0.190176927387719,0.0610039228244336,0.117044271875751,59.2817754021087,76849616045.8351,177225214.409374,117.018643112704
"37",36,25028,0.594014703532044,55856354939.2159,223.175463238037,81.2604428754299,276977787.007773,0.176961802780885,0.0608918011826754,0.112713760588141,61.5310393440876,73766219263.5142,183396669.484626,118.156564474117
"38",37,25191,0.615378508197372,53581556357.511,212.701188351042,84.1542780046696,278880812.195584,0.165575006946925,0.060656583700528,0.108133857329999,63.7222738105982,70762025897.4957,189357617.366835,119.345923994418
"39",38,25335,0.635958160647326,51410854764.5697,202.924234318412,87.0559566471524,280764190.723373,0.15389776988356,0.0619696072626801,0.103493191237419,65.9194474463389,67895307332.7983,194926873.395688,120.578444466714
"40",39,25363,0.653235027402121,49677180870.1983,195.864767063038,89.6660385695135,281066191.503622,0.144186413279186,0.0626503173914758,0.0997910341836534,67.8958217777253,65605745674.8134,199570131.097097,121.809650857849
